basis_id,mse,rmse,mae,r2,relative_l2,grad_mse,max_abs_error,n_samples
4,0.17065712809562683,0.4131066788320262,0.328531950712204,0.03965897113084793,0.979942262172699,0.3366570770740509,1.479114055633545,16
