basis_id,mse,rmse,mae,r2,relative_l2,grad_mse,max_abs_error,n_samples
3,0.019926684442907572,0.1411619086117341,0.05090477466583252,0.917304202914238,0.28571083903312683,0.06439770489931107,1.882393717765808,100
