basis_id,mse,rmse,mae,r2,relative_l2,grad_mse,max_abs_error,n_samples
12,0.001906138495542109,0.04365934602742131,0.01813343182206154,0.9615924954414368,0.19359980285167694,0.008043777756392955,0.6445584297180176,100
