basis_id,mse,rmse,mae,r2,relative_l2,grad_mse,max_abs_error,n_samples
4,0.011204048592065061,0.10584917851388863,0.03173575207591057,0.9366732665470668,0.25024240851402285,0.03858983263373375,1.7682441473007202,100
