basis_id,mse,rmse,mae,r2,relative_l2,grad_mse,max_abs_error,n_samples
2,0.02345644123852253,0.15315495825640948,0.05413745164871216,0.9108282923698425,0.29404788732528686,0.06569046854972839,2.1909947395324707,100
