basis_id,mse,rmse,mae,r2,relative_l2,grad_mse,max_abs_error,n_samples
2,0.02195564205093043,0.1481743636764823,0.047640062719583515,0.9166609389441354,0.28555169343948367,0.061318252384662625,2.187757968902588,100
