basis_id,mse,rmse,mae,r2,relative_l2,grad_mse,max_abs_error,n_samples
4,0.011054690927267075,0.1051412903062687,0.04349079459905624,0.9375452697277069,0.24756277322769166,0.03712874084711075,1.9315485954284668,100
