basis_id,mse,rmse,mae,r2,relative_l2,grad_mse,max_abs_error,n_samples
2,0.018724303426487104,0.13683677658614699,0.053160061687231065,0.9289064833096096,0.26363078117370603,0.053051502108573914,2.1772005558013916,100
