basis_id,mse,rmse,mae,r2,relative_l2,grad_mse,max_abs_error,n_samples
11,0.002915391174610704,0.053994362433597676,0.02355596236884594,0.8942501246929169,0.32699737548828123,0.013124422319233418,0.8383368849754333,100
