basis_id,mse,rmse,mae,r2,relative_l2,grad_mse,max_abs_error,n_samples
4,0.01186757767572999,0.10893841230589874,0.03651778623461723,0.9328685253858566,0.2597454833984375,0.04166869580745697,1.7737535238265991,100
