basis_id,mse,rmse,mae,r2,relative_l2,grad_mse,max_abs_error,n_samples
4,0.013415764085948467,0.11582643949439379,0.03992879331111908,0.9241149574518204,0.2741145825386047,0.046457141041755676,1.8550901412963867,100
