basis_id,mse,rmse,mae,r2,relative_l2,grad_mse,max_abs_error,n_samples
2,0.02481999062001705,0.15754361497698677,0.05771423891186714,0.9057485163211823,0.3049375951290131,0.07007417142391205,2.082369089126587,100
