basis_id,mse,rmse,mae,r2,relative_l2,grad_mse,max_abs_error,n_samples
12,0.002510309044737369,0.05010298438952882,0.023736222460865975,0.9494293034076691,0.22468427538871766,0.010805274546146392,0.6348631381988525,100
