basis_id,mse,rmse,mae,r2,relative_l2,grad_mse,max_abs_error,n_samples
2,0.018509451299905777,0.13604944432045937,0.0456653593480587,0.9297563689095634,0.2624424171447754,0.052991411089897154,2.091357707977295,100
