basis_id,mse,rmse,mae,r2,relative_l2,grad_mse,max_abs_error,n_samples
4,0.013069819193333387,0.11432330992992369,0.04046494990587234,0.9260471016168594,0.27294766426086425,0.0457720485329628,1.833045482635498,100
