basis_id,mse,rmse,mae,r2,relative_l2,grad_mse,max_abs_error,n_samples
4,0.009924933713461672,0.09962396154270152,0.029257487133145334,0.9439490182059151,0.23578936696052552,0.03437751978635788,1.800111174583435,100
