basis_id,mse,rmse,mae,r2,relative_l2,grad_mse,max_abs_error,n_samples
2,0.022133769933134317,0.14877422469344048,0.05058718502521515,0.9158623218536377,0.28550448179244997,0.061300152838230135,2.122344970703125,100
