basis_id,mse,rmse,mae,r2,relative_l2,grad_mse,max_abs_error,n_samples
11,0.0024923785240389407,0.04992372706478294,0.020737692639231683,0.9095796048641205,0.30149423122406005,0.011293473094701767,0.6909706592559814,100
