basis_id,mse,rmse,mae,r2,relative_l2,grad_mse,max_abs_error,n_samples
2,0.02124363769377981,0.145751973207157,0.04873506978154182,0.9194085257393974,0.27988442659378054,0.05925666272640228,2.1577987670898438,100
