basis_id,mse,rmse,mae,r2,relative_l2,grad_mse,max_abs_error,n_samples
4,0.010869165350283896,0.10425528931562128,0.031214581876993178,0.9385688730648586,0.24812280178070067,0.03817354768514633,1.7947819232940674,100
