basis_id,mse,rmse,mae,r2,relative_l2,grad_mse,max_abs_error,n_samples
2,0.02109375922009349,0.1452369072243467,0.05873753517866134,0.9198005348443985,0.2794749665260315,0.05955684185028076,2.0462698936462402,100
