basis_id,mse,rmse,mae,r2,relative_l2,grad_mse,max_abs_error,n_samples
4,0.007006071707499879,0.08370228018100749,0.031401125937700274,0.9603775824819293,0.198571360707283,0.023548836708068847,1.7086880207061768,100
