basis_id,mse,rmse,mae,r2,relative_l2,grad_mse,max_abs_error,n_samples
4,0.014758682809770107,0.1214853193178917,0.04258330389857292,0.9166436195373535,0.28463449597358703,0.05055812865495682,1.921141266822815,100
