basis_id,mse,rmse,mae,r2,relative_l2,grad_mse,max_abs_error,n_samples
4,0.013877282850444317,0.11780187965582008,0.04096931427717209,0.9215010553598404,0.2822318994998932,0.04998439460992813,1.8499181270599365,100
